id,ThisUpdate,NextUpdate,RevocationDate,SerialNum,ReasonCode,Issuer
1,2024-01-08 17:13:47 +0000 UTC,2024-01-18 17:13:47 +0000 UTC,2024-01-08 10:42:08 +0000 UTC,05fd288019026c8d120688812820851a,,GTS CA 1C3
